,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
9102,16,7,22,33,20,Serpentyne,20,1736
9103,71,37,22,16,48,Thought-Talon,35,1736
9104,32,19,33,20,10,Thought-Talon,10,1736
9105,45,18,20,12,11,Humblescrumble,16,1736
9106,23,25,34,49,41,Dragonslayer,24,1736
9107,59,35,28,22,41,Thought-Talon,34,1736
9108,19,58,65,36,46,Dragonslayer,31,1736
9109,49,52,35,14,40,Thought-Talon,38,1736
9110,13,60,61,29,24,Dragonslayer,26,1736
9111,62,49,59,27,52,Thought-Talon,58,1736
9112,31,67,33,31,55,Dragonslayer,35,1736
9113,71,17,35,27,44,Thought-Talon,47,1736
9114,43,20,40,51,22,Serpentyne,28,1736
9115,61,35,51,24,21,Humblescrumble,23,1736
9116,17,29,41,45,11,Dragonslayer,26,1736
9117,21,44,50,17,43,Thought-Talon,28,1736
9118,19,40,40,56,28,Dragonslayer,26,1736
9119,31,42,44,44,64,Dragonslayer,43,1736
9120,56,2,22,32,26,Dragonslayer,9,1736
9121,20,48,61,52,22,Dragonslayer,32,1736
9122,64,22,9,19,32,Thought-Talon,30,1736
9123,44,43,48,47,27,Dragonslayer,31,1736
9124,39,22,22,10,39,Thought-Talon,24,1736
9125,37,41,15,25,28,Humblescrumble,24,1736
9126,60,20,19,40,24,Serpentyne,27,1736
9127,32,6,35,60,13,Serpentyne,30,1736
9128,22,38,21,11,28,Thought-Talon,26,1736
9129,12,33,48,19,15,Dragonslayer,26,1736
9130,56,25,42,7,31,Thought-Talon,23,1736
9131,9,30,25,30,51,Humblescrumble,21,1736
9132,21,43,34,54,25,Humblescrumble,19,1736
9133,21,26,44,58,57,Dragonslayer,23,1736
9134,69,11,16,25,36,Thought-Talon,35,1736
9135,18,16,45,39,11,Thought-Talon,16,1736
9136,23,46,15,39,29,Serpentyne,19,1736
9137,15,18,43,46,24,Dragonslayer,27,1736
9138,17,63,32,11,58,Humblescrumble,26,1736
9139,52,33,33,46,34,Dragonslayer,41,1736
9140,29,8,9,40,27,Serpentyne,25,1737
9141,44,59,11,42,29,Humblescrumble,33,1737
9142,33,22,28,55,38,Serpentyne,31,1737
9143,7,55,54,55,26,Dragonslayer,38,1737
9144,34,31,49,18,37,Thought-Talon,30,1737
9145,16,16,68,23,28,Dragonslayer,35,1737
9146,67,19,31,13,17,Thought-Talon,19,1737
9147,47,22,12,64,39,Serpentyne,34,1737
9148,36,28,6,57,63,Serpentyne,42,1737
9149,41,34,42,5,19,Dragonslayer,6,1737
9150,45,18,40,47,30,Serpentyne,29,1737
9151,21,44,25,6,25,Serpentyne,21,1737
9152,24,20,21,53,6,Thought-Talon,5,1737
9153,41,22,58,52,21,Dragonslayer,49,1737
9154,40,39,46,31,20,Humblescrumble,29,1737
9155,6,3,8,49,42,Humblescrumble,22,1737
9156,33,14,24,46,59,Serpentyne,36,1737
9157,23,21,25,21,11,Humblescrumble,12,1737
9158,13,5,22,15,25,Humblescrumble,10,1737
9159,24,37,39,14,58,Thought-Talon,21,1737
9160,60,35,24,45,30,Dragonslayer,25,1737
9161,24,24,38,30,12,Dragonslayer,25,1737
9162,26,5,49,47,56,Dragonslayer,30,1737
9163,21,44,20,43,30,Dragonslayer,25,1737
9164,31,67,25,57,18,Serpentyne,34,1737
9165,20,56,15,40,11,Humblescrumble,23,1737
9166,14,18,35,38,18,Dragonslayer,18,1737
9167,13,41,40,38,36,Dragonslayer,21,1737
9168,24,49,49,48,26,Humblescrumble,18,1737
9169,51,20,32,21,25,Dragonslayer,24,1737
9170,42,26,20,39,18,Serpentyne,23,1737
9171,63,45,33,44,35,Humblescrumble,31,1737
9172,8,15,10,25,4,Thought-Talon,2,1737
9173,33,28,11,34,36,Thought-Talon,19,1737
9174,36,41,6,36,31,Humblescrumble,33,1737
9175,44,7,25,47,15,Serpentyne,32,1737
9176,39,8,12,42,38,Serpentyne,19,1737
9177,45,52,41,18,43,Thought-Talon,42,1737
9178,32,50,68,39,36,Dragonslayer,45,1737
9179,47,8,29,47,51,Serpentyne,29,1737
9180,43,30,39,19,71,Serpentyne,35,1737
9181,61,43,46,40,36,Dragonslayer,36,1738
9182,14,22,14,18,2,Humblescrumble,15,1738
9183,67,33,20,39,56,Thought-Talon,57,1738
9184,41,41,28,50,44,Dragonslayer,38,1738
9185,22,31,29,42,70,Dragonslayer,22,1738
9186,26,19,32,38,44,Serpentyne,26,1738
9187,49,10,41,31,34,Thought-Talon,25,1738
9188,15,54,34,4,9,Humblescrumble,20,1738
9189,27,43,50,66,34,Dragonslayer,29,1738
9190,22,52,62,54,23,Dragonslayer,49,1738
9191,2,13,27,25,23,Thought-Talon,0,1738
9192,17,4,54,17,30,Dragonslayer,24,1738
9193,49,34,18,31,36,Thought-Talon,30,1738
9194,54,24,24,16,53,Thought-Talon,41,1738
9195,10,26,40,59,67,Humblescrumble,30,1738
9196,46,49,18,39,39,Humblescrumble,32,1738
9197,50,31,25,38,18,Serpentyne,23,1738
9198,28,2,9,15,44,Serpentyne,26,1738
9199,64,15,25,14,44,Thought-Talon,33,1738
9200,19,63,21,9,49,Humblescrumble,27,1738
9201,24,45,18,29,29,Humblescrumble,26,1738
9202,44,59,19,31,19,Thought-Talon,22,1738
9203,14,7,16,30,29,Humblescrumble,11,1738
9204,13,42,48,63,23,Dragonslayer,29,1738
9205,36,55,5,15,52,Dragonslayer,6,1738
9206,27,34,40,39,5,Serpentyne,24,1738
9207,19,48,20,38,24,Dragonslayer,18,1738
9208,12,59,21,38,5,Humblescrumble,19,1738
9209,38,14,35,46,35,Dragonslayer,16,1738
9210,44,31,29,21,63,Serpentyne,44,1739
9211,2,65,33,19,32,Humblescrumble,25,1739
9212,58,65,35,33,31,Humblescrumble,38,1739
9213,26,5,10,28,21,Thought-Talon,18,1739
9214,43,35,23,28,16,Humblescrumble,18,1739
9215,44,12,33,46,37,Dragonslayer,16,1739
9216,26,22,55,47,26,Dragonslayer,31,1739
9217,44,29,45,16,44,Serpentyne,28,1739
9218,43,56,36,8,40,Dragonslayer,9,1739
9219,50,10,33,26,41,Serpentyne,23,1739
9220,27,56,20,26,4,Humblescrumble,28,1739
9221,48,38,34,24,35,Thought-Talon,43,1739
9222,46,12,39,5,43,Thought-Talon,26,1739
9223,10,9,19,61,33,Humblescrumble,16,1739
9224,21,25,13,76,60,Humblescrumble,27,1739
9225,59,25,39,23,26,Dragonslayer,22,1739
9226,15,10,58,13,25,Dragonslayer,12,1739
9227,26,6,18,34,4,Serpentyne,23,1739
9228,25,32,33,40,29,Humblescrumble,18,1739
9229,21,36,7,48,50,Dragonslayer,10,1739
9230,47,44,40,26,14,Humblescrumble,27,1739
9231,14,53,22,40,15,Humblescrumble,28,1739
9232,17,49,39,7,18,Humblescrumble,23,1739
9233,25,4,3,16,23,Thought-Talon,14,1739
9234,29,42,63,49,49,Dragonslayer,36,1739
9235,11,6,18,20,35,Humblescrumble,22,1739
9236,48,63,40,43,42,Dragonslayer,44,1739
9237,8,54,21,26,7,Humblescrumble,25,1739
9238,29,21,29,19,33,Thought-Talon,25,1739
9239,11,13,14,36,9,Serpentyne,12,1739
9240,35,55,33,46,18,Dragonslayer,14,1739
9241,20,20,9,31,24,Serpentyne,16,1739
9242,19,39,39,21,32,Dragonslayer,20,1739
9243,57,47,23,14,7,Humblescrumble,23,1739
9244,17,7,32,48,47,Dragonslayer,17,1739
9245,16,52,1,28,75,Humblescrumble,23,1739
9246,34,18,14,26,35,Thought-Talon,16,1739
9247,49,33,12,46,52,Thought-Talon,28,1739
9248,14,62,22,35,66,Humblescrumble,29,1739
9249,53,14,25,18,39,Thought-Talon,29,1739
9250,45,9,7,24,23,Thought-Talon,20,1739
9251,27,19,43,21,27,Dragonslayer,28,1739
9252,26,32,35,48,16,Serpentyne,22,1739
9253,62,11,27,57,23,Serpentyne,34,1739
9254,55,13,38,5,17,Thought-Talon,21,1739
9255,10,10,37,24,33,Serpentyne,10,1739
9256,25,17,56,22,21,Dragonslayer,25,1739
9257,27,20,17,45,50,Serpentyne,24,1739
9258,66,47,39,18,12,Humblescrumble,26,1739
9259,35,41,19,20,58,Humblescrumble,34,1739
9260,36,49,45,43,49,Dragonslayer,45,1740
9261,24,42,26,11,45,Thought-Talon,22,1740
9262,16,40,30,21,22,Dragonslayer,22,1740
9263,26,33,16,16,24,Humblescrumble,22,1740
9264,41,39,30,19,45,Thought-Talon,31,1740
9265,7,8,66,14,30,Dragonslayer,16,1740
9266,17,40,53,25,32,Dragonslayer,31,1740
9267,21,28,59,40,45,Dragonslayer,42,1740
9268,54,55,21,24,32,Humblescrumble,28,1740
9269,70,5,24,46,21,Serpentyne,31,1740
9270,25,25,14,8,10,Humblescrumble,10,1740
9271,27,62,25,27,25,Dragonslayer,37,1740
9272,55,34,22,30,37,Thought-Talon,28,1740
9273,25,43,34,39,28,Dragonslayer,31,1740
9274,50,44,32,25,22,Humblescrumble,30,1740
9275,21,56,25,16,52,Humblescrumble,20,1740
9276,20,20,18,36,51,Humblescrumble,22,1740
9277,26,10,16,26,13,Serpentyne,13,1740
9278,38,31,8,23,24,Serpentyne,22,1740
9279,34,32,30,33,8,Serpentyne,17,1740
9280,41,11,45,39,31,Dragonslayer,30,1740
9281,18,25,11,35,37,Dragonslayer,16,1740
9282,28,53,25,66,17,Serpentyne,32,1740
9283,53,14,21,4,38,Thought-Talon,36,1740
9284,10,54,28,21,24,Humblescrumble,21,1740
9285,60,6,36,43,48,Thought-Talon,37,1740
9286,3,24,46,50,22,Dragonslayer,29,1740
9287,16,36,62,28,23,Serpentyne,18,1740
9288,42,4,31,17,13,Dragonslayer,12,1740
9289,28,17,59,45,43,Thought-Talon,17,1740
9290,36,41,43,62,43,Thought-Talon,46,1740
9291,39,35,21,23,49,Serpentyne,31,1740
9292,64,38,17,45,24,Serpentyne,31,1740
9293,53,44,12,31,8,Humblescrumble,29,1740
9294,36,37,11,42,39,Serpentyne,31,1740
9295,24,47,47,69,38,Serpentyne,30,1740
9296,52,56,56,44,28,Humblescrumble,30,1740
9297,28,31,11,35,13,Serpentyne,21,1740
9298,50,3,47,25,47,Thought-Talon,40,1740
9299,10,37,23,32,39,Humblescrumble,19,1740
9300,33,21,35,17,50,Serpentyne,32,1740
9301,41,23,8,35,57,Serpentyne,40,1740
9302,65,30,57,49,48,Thought-Talon,50,1740
9303,10,64,33,12,60,Humblescrumble,17,1740
9304,30,32,21,33,17,Dragonslayer,25,1741
9305,55,39,42,62,30,Serpentyne,40,1741
9306,41,36,12,28,3,Humblescrumble,22,1741
9307,51,51,63,59,25,Dragonslayer,41,1741
9308,13,24,51,19,12,Dragonslayer,17,1741
9309,26,44,38,52,16,Serpentyne,27,1741
9310,11,46,22,22,39,Humblescrumble,23,1741
9311,37,70,27,27,42,Dragonslayer,38,1741
9312,16,15,16,32,23,Dragonslayer,20,1741
9313,36,40,60,49,21,Dragonslayer,34,1741
9314,57,34,31,51,33,Dragonslayer,34,1741
9315,42,25,47,48,17,Serpentyne,28,1741
9316,61,23,57,37,50,Thought-Talon,34,1741
9317,17,27,30,34,4,Serpentyne,15,1741
9318,26,39,8,30,26,Humblescrumble,32,1741
9319,40,44,14,52,23,Humblescrumble,42,1741
9320,23,24,26,18,27,Thought-Talon,21,1741
9321,16,48,46,33,32,Dragonslayer,22,1741
9322,33,12,64,29,50,Serpentyne,31,1741
9323,34,41,41,42,25,Dragonslayer,27,1741
9324,33,22,42,31,28,Dragonslayer,32,1741
9325,27,21,11,7,30,Thought-Talon,14,1741
9326,11,33,31,41,16,Serpentyne,14,1741
9327,34,36,52,63,44,Dragonslayer,43,1741
9328,16,31,57,20,35,Dragonslayer,23,1741
9329,52,59,54,57,24,Humblescrumble,48,1741
9330,49,44,26,35,53,Humblescrumble,27,1741
9331,52,9,25,7,35,Thought-Talon,29,1741
9332,59,41,28,32,43,Thought-Talon,30,1741
9333,15,20,20,51,31,Dragonslayer,13,1741
9334,15,35,50,45,20,Thought-Talon,11,1741
9335,22,8,22,50,37,Serpentyne,25,1741
9336,11,22,65,60,15,Dragonslayer,37,1741
9337,31,32,50,46,31,Dragonslayer,32,1741
9338,31,25,34,10,26,Thought-Talon,29,1741
9339,37,24,29,61,41,Serpentyne,28,1741
9340,13,9,5,38,53,Humblescrumble,28,1741
9341,23,30,58,46,18,Dragonslayer,36,1741
9342,57,23,20,37,29,Thought-Talon,24,1741
9343,36,52,42,47,61,Dragonslayer,41,1741
9344,39,11,32,35,18,Serpentyne,19,1741
9345,22,21,39,51,66,Humblescrumble,22,1741
9346,44,60,60,56,42,Dragonslayer,53,1741
9347,50,22,57,20,19,Dragonslayer,24,1741
9348,12,16,61,5,29,Humblescrumble,14,1741
9349,37,24,45,25,2,Dragonslayer,32,1741
9350,35,2,13,54,25,Serpentyne,40,1741
9351,48,28,47,13,49,Thought-Talon,33,1741
9352,47,31,38,56,8,Serpentyne,37,1742
9353,16,18,33,55,10,Dragonslayer,18,1742
9354,9,29,16,20,36,Humblescrumble,11,1742
9355,16,16,10,44,39,Serpentyne,20,1742
9356,13,19,31,53,34,Humblescrumble,12,1742
9357,63,11,6,56,46,Thought-Talon,35,1742
9358,46,30,50,49,70,Dragonslayer,37,1742
9359,13,43,46,15,40,Humblescrumble,27,1742
9360,39,30,24,21,26,Thought-Talon,35,1742
9361,16,35,17,31,32,Dragonslayer,18,1742
9362,30,18,12,30,15,Serpentyne,15,1742
9363,56,9,24,12,39,Thought-Talon,27,1742
9364,42,17,35,25,11,Dragonslayer,20,1742
9365,18,25,31,53,20,Dragonslayer,25,1742
9366,50,36,18,4,45,Thought-Talon,30,1742
9367,25,42,25,43,44,Dragonslayer,30,1742
9368,25,40,60,23,18,Dragonslayer,29,1742
9369,30,55,28,37,23,Dragonslayer,26,1742
9370,13,59,21,48,28,Humblescrumble,25,1742
9371,49,45,38,55,12,Serpentyne,36,1742
9372,26,34,42,22,50,Thought-Talon,37,1742
9373,32,50,41,28,13,Humblescrumble,33,1742
9374,41,39,15,33,10,Humblescrumble,26,1742
9375,10,55,44,30,55,Dragonslayer,26,1742
9376,64,51,26,24,3,Humblescrumble,32,1742
9377,40,35,26,36,62,Serpentyne,42,1742
9378,58,32,35,56,29,Serpentyne,36,1742
9379,71,36,57,13,46,Thought-Talon,51,1742
9380,60,57,30,9,15,Humblescrumble,41,1742
9381,46,41,11,50,37,Serpentyne,34,1742
9382,24,12,33,22,52,Serpentyne,27,1742
9383,15,18,56,51,33,Dragonslayer,28,1742
9384,60,74,41,39,17,Humblescrumble,50,1742
9385,40,15,12,20,51,Serpentyne,34,1742
9386,59,22,20,33,41,Thought-Talon,40,1742
9387,65,32,32,33,42,Dragonslayer,33,1742
9388,48,38,7,51,17,Serpentyne,20,1742
9389,43,22,34,37,44,Thought-Talon,26,1743
9390,23,17,39,21,38,Dragonslayer,29,1743
9391,36,41,1,27,38,Humblescrumble,34,1743
9392,17,4,26,41,35,Serpentyne,17,1743
9393,47,21,29,56,58,Serpentyne,29,1743
9394,61,57,21,55,6,Humblescrumble,34,1743
9395,5,17,59,37,25,Dragonslayer,31,1743
9396,49,18,14,55,32,Serpentyne,31,1743
9397,28,54,29,27,22,Dragonslayer,31,1743
9398,25,25,63,26,28,Dragonslayer,34,1743
9399,21,32,33,32,25,Dragonslayer,28,1743
9400,35,7,18,12,37,Thought-Talon,22,1743
9401,29,30,58,16,63,Thought-Talon,36,1743
9402,58,24,45,16,37,Thought-Talon,28,1743
9403,31,37,54,52,26,Serpentyne,36,1743
9404,22,38,64,12,10,Humblescrumble,24,1743
9405,32,43,53,24,34,Thought-Talon,39,1743
9406,24,15,41,71,24,Dragonslayer,14,1743
9407,47,26,31,39,25,Dragonslayer,31,1743
9408,24,2,55,51,37,Dragonslayer,35,1743
9409,10,11,26,50,30,Humblescrumble,17,1743
9410,61,20,22,10,64,Thought-Talon,44,1743
9411,31,11,31,26,20,Humblescrumble,22,1743
9412,38,50,16,25,16,Humblescrumble,36,1743
9413,43,22,42,33,30,Dragonslayer,29,1743
9414,64,25,19,12,50,Thought-Talon,33,1743
9415,31,17,22,43,16,Serpentyne,31,1743
9416,45,34,19,59,48,Serpentyne,34,1743
9417,65,21,31,42,42,Thought-Talon,29,1743
9418,8,49,37,9,21,Humblescrumble,30,1743
9419,20,65,40,57,18,Humblescrumble,25,1743
9420,49,7,39,47,34,Serpentyne,37,1743
9421,37,21,17,54,30,Serpentyne,42,1743
9422,59,27,32,21,38,Thought-Talon,39,1743
9423,42,36,26,30,43,Dragonslayer,38,1743
9424,40,14,13,37,24,Serpentyne,22,1743
9425,28,49,45,51,24,Serpentyne,30,1743
9426,11,36,28,52,30,Humblescrumble,18,1743
9427,48,14,31,19,26,Thought-Talon,18,1744
9428,18,11,10,42,18,Serpentyne,12,1744
9429,22,37,24,47,47,Dragonslayer,32,1744
9430,34,19,9,53,39,Serpentyne,35,1744
9431,23,55,54,16,35,Thought-Talon,31,1744
9432,32,47,50,11,29,Thought-Talon,32,1744
9433,31,52,26,22,51,Serpentyne,26,1744
9434,50,42,23,7,6,Humblescrumble,29,1744
9435,17,13,35,28,6,Dragonslayer,21,1744
9436,21,13,31,67,18,Thought-Talon,12,1744
9437,24,51,17,58,25,Serpentyne,26,1744
9438,25,43,26,40,43,Dragonslayer,31,1744
9439,13,17,10,13,51,Humblescrumble,22,1744
9440,59,40,23,66,14,Serpentyne,50,1744
9441,21,73,38,17,33,Humblescrumble,30,1744
9442,8,53,15,33,25,Thought-Talon,5,1744
9443,48,10,68,9,46,Thought-Talon,35,1744
9444,55,33,15,34,21,Serpentyne,19,1744
9445,23,25,48,31,38,Dragonslayer,32,1744
9446,46,54,22,2,56,Dragonslayer,7,1744
9447,59,41,35,14,26,Thought-Talon,26,1744
9448,50,43,19,30,28,Humblescrumble,36,1744
9449,34,24,38,51,46,Dragonslayer,21,1744
9450,34,50,14,22,9,Humblescrumble,35,1744
9451,38,41,52,31,37,Thought-Talon,32,1744
9452,19,30,37,13,46,Serpentyne,20,1744
9453,47,35,49,65,24,Serpentyne,50,1744
9454,17,46,59,36,27,Serpentyne,18,1744
9455,16,45,23,37,36,Humblescrumble,15,1744
9456,56,44,53,32,19,Dragonslayer,28,1744
9457,63,23,21,13,15,Thought-Talon,13,1744
9458,22,39,42,19,46,Thought-Talon,16,1744
9459,55,3,31,37,53,Thought-Talon,34,1744
9460,5,54,44,58,9,Dragonslayer,20,1744
9461,33,38,17,17,28,Humblescrumble,27,1744
9462,56,24,50,22,23,Dragonslayer,29,1744
9463,43,58,30,33,47,Humblescrumble,32,1744
9464,38,40,27,39,18,Humblescrumble,26,1744
9465,26,27,28,20,38,Thought-Talon,26,1744
9466,29,15,34,66,12,Serpentyne,36,1744
9467,13,62,39,66,34,Humblescrumble,34,1745
9468,57,51,35,31,30,Dragonslayer,39,1745
9469,33,55,34,11,30,Thought-Talon,32,1745
9470,28,66,9,54,71,Serpentyne,26,1745
9471,21,33,14,12,21,Humblescrumble,22,1745
9472,54,17,48,42,19,Dragonslayer,23,1745
9473,28,39,5,27,38,Humblescrumble,23,1745
9474,21,45,34,59,33,Dragonslayer,26,1745
9475,72,46,45,47,43,Dragonslayer,47,1745
9476,22,35,44,61,56,Thought-Talon,23,1745
9477,14,40,18,23,32,Humblescrumble,23,1745
9478,36,45,37,30,39,Thought-Talon,44,1745
9479,57,42,29,12,55,Humblescrumble,30,1745
9480,36,55,19,32,28,Humblescrumble,35,1745
9481,40,60,44,28,30,Humblescrumble,31,1745
9482,52,49,53,15,32,Thought-Talon,45,1745
9483,53,45,39,18,20,Humblescrumble,22,1745
9484,25,58,25,35,12,Humblescrumble,25,1745
9485,32,46,29,38,58,Dragonslayer,38,1745
9486,44,36,43,32,35,Thought-Talon,40,1745
9487,21,41,61,54,50,Dragonslayer,50,1745
9488,13,56,30,27,41,Humblescrumble,23,1745
9489,9,40,38,38,14,Dragonslayer,20,1745
9490,23,62,31,32,29,Dragonslayer,28,1745
9491,60,27,49,38,39,Dragonslayer,34,1745
9492,11,57,23,8,33,Humblescrumble,27,1745
9493,21,62,39,42,55,Dragonslayer,16,1745
9494,26,32,15,28,30,Humblescrumble,22,1745
9495,21,35,54,39,24,Dragonslayer,29,1745
9496,6,51,12,69,34,Humblescrumble,26,1745
9497,32,53,59,41,21,Dragonslayer,37,1745
9498,33,49,37,26,22,Humblescrumble,27,1745
9499,29,13,26,45,36,Humblescrumble,20,1745
9500,38,49,24,10,18,Humblescrumble,28,1745
9501,31,29,32,43,20,Serpentyne,17,1745
9502,11,15,43,19,44,Dragonslayer,22,1745
9503,67,25,51,49,73,Serpentyne,52,1745
9504,25,60,23,20,44,Thought-Talon,29,1745
9505,44,53,43,37,28,Humblescrumble,32,1745
9506,32,37,35,35,25,Dragonslayer,32,1745
9507,27,37,30,47,24,Dragonslayer,23,1745
9508,50,45,9,19,55,Serpentyne,36,1745
9509,25,29,22,35,3,Serpentyne,18,1745
9510,39,31,14,50,8,Humblescrumble,19,1746
9511,63,68,23,47,46,Thought-Talon,31,1746
9512,57,11,33,19,67,Serpentyne,41,1746
9513,15,39,10,42,15,Humblescrumble,20,1746
9514,18,30,52,15,9,Dragonslayer,10,1746
9515,3,15,5,19,38,Humblescrumble,23,1746
9516,17,49,54,19,7,Dragonslayer,21,1746
9517,44,22,41,38,32,Thought-Talon,32,1746
9518,32,32,17,43,10,Serpentyne,23,1746
9519,15,13,15,7,16,Serpentyne,5,1746
9520,37,76,17,52,55,Serpentyne,30,1746
9521,53,26,11,43,46,Thought-Talon,39,1746
9522,26,9,22,36,32,Serpentyne,22,1746
9523,9,42,31,41,26,Dragonslayer,18,1746
9524,23,55,41,22,35,Dragonslayer,25,1746
9525,17,32,33,25,71,Humblescrumble,30,1746
9526,19,20,36,12,52,Humblescrumble,21,1746
9527,20,15,7,19,34,Serpentyne,21,1746
9528,17,20,39,24,20,Dragonslayer,19,1746
9529,43,9,29,6,50,Serpentyne,35,1746
9530,61,31,11,15,69,Serpentyne,43,1746
9531,16,33,29,23,48,Humblescrumble,27,1746
9532,60,24,34,31,50,Thought-Talon,39,1746
9533,58,65,48,38,12,Humblescrumble,43,1746
9534,45,34,23,38,29,Dragonslayer,25,1746
9535,61,33,49,51,24,Serpentyne,34,1746
9536,51,22,51,61,14,Dragonslayer,29,1746
9537,44,3,65,18,30,Thought-Talon,27,1746
9538,62,27,31,23,20,Dragonslayer,25,1746
9539,44,15,59,15,14,Dragonslayer,19,1746
9540,2,38,47,44,11,Dragonslayer,24,1746
9541,17,56,19,23,17,Humblescrumble,32,1746
9542,40,13,20,10,61,Thought-Talon,25,1746
9543,45,27,41,41,27,Dragonslayer,36,1746
9544,67,18,45,5,49,Thought-Talon,36,1746
9545,11,17,39,45,32,Dragonslayer,24,1746
9546,19,20,43,36,17,Dragonslayer,20,1746
9547,58,59,9,31,11,Humblescrumble,43,1746
9548,28,12,18,57,32,Serpentyne,17,1746
9549,37,11,24,36,14,Serpentyne,19,1746
9550,31,53,34,17,19,Dragonslayer,23,1746
9551,7,22,26,29,55,Humblescrumble,16,1746
9552,27,26,27,11,33,Thought-Talon,30,1746
9553,54,38,65,49,52,Dragonslayer,41,1746
9554,13,22,4,64,17,Serpentyne,13,1746
9555,49,10,21,23,29,Thought-Talon,23,1746
9556,27,33,52,11,12,Humblescrumble,21,1746
9557,28,19,31,44,15,Serpentyne,32,1746
9558,12,54,34,36,54,Humblescrumble,20,1747
9559,7,33,15,62,40,Humblescrumble,16,1747
9560,42,40,14,30,19,Humblescrumble,22,1747
9561,41,37,27,17,22,Thought-Talon,18,1747
9562,16,21,47,15,29,Dragonslayer,20,1747
9563,46,40,52,36,56,Thought-Talon,44,1747
9564,71,32,13,24,60,Humblescrumble,26,1747
9565,10,33,43,49,44,Dragonslayer,24,1747
9566,6,68,37,53,13,Dragonslayer,17,1747
9567,40,49,36,33,47,Thought-Talon,52,1747
9568,43,58,34,27,3,Humblescrumble,47,1747
9569,22,39,46,28,28,Dragonslayer,26,1747
9570,53,58,44,55,35,Dragonslayer,45,1747
9571,27,24,46,25,7,Dragonslayer,21,1747
9572,37,65,27,14,4,Humblescrumble,27,1747
9573,16,28,58,30,36,Dragonslayer,29,1747
9574,28,21,40,6,29,Serpentyne,13,1747
9575,34,62,8,33,29,Humblescrumble,35,1747
9576,16,46,50,37,40,Dragonslayer,32,1747
9577,13,17,26,67,36,Humblescrumble,21,1747
9578,29,12,31,51,13,Serpentyne,25,1747
9579,39,36,48,47,12,Dragonslayer,24,1747
9580,26,60,33,58,33,Dragonslayer,29,1747
9581,53,44,36,12,36,Thought-Talon,59,1747
9582,45,31,33,32,31,Thought-Talon,38,1747
9583,23,34,38,3,24,Thought-Talon,20,1747
9584,15,16,42,55,24,Dragonslayer,26,1747
9585,24,34,55,47,17,Dragonslayer,26,1747
9586,7,36,33,11,9,Humblescrumble,14,1747
9587,13,58,34,29,40,Humblescrumble,31,1747
9588,7,26,32,34,46,Humblescrumble,23,1747
9589,10,24,10,58,53,Humblescrumble,24,1747
9590,49,46,24,39,24,Humblescrumble,29,1747
9591,16,31,9,25,8,Humblescrumble,17,1748
9592,36,23,6,3,43,Serpentyne,33,1748
9593,4,23,43,48,27,Dragonslayer,27,1748
9594,36,25,26,23,30,Dragonslayer,33,1748
9595,38,26,54,45,4,Dragonslayer,33,1748
9596,30,32,44,35,53,Dragonslayer,28,1748
9597,50,16,39,19,51,Serpentyne,34,1748
9598,13,34,41,47,67,Humblescrumble,25,1748
9599,26,27,26,27,9,Humblescrumble,14,1748
9600,23,36,52,26,61,Dragonslayer,28,1748
9601,7,35,28,59,38,Humblescrumble,28,1748
9602,12,23,34,42,43,Humblescrumble,19,1748
9603,46,36,56,65,15,Serpentyne,40,1748
9604,18,39,18,17,25,Dragonslayer,18,1748
9605,60,53,64,58,17,Dragonslayer,34,1748
9606,7,28,49,51,18,Dragonslayer,29,1748
9607,46,42,24,49,8,Humblescrumble,27,1748
9608,10,44,30,25,29,Humblescrumble,28,1748
9609,20,31,22,34,28,Dragonslayer,25,1748
9610,18,19,70,11,26,Thought-Talon,21,1748
9611,26,34,51,28,22,Dragonslayer,27,1748
9612,26,36,60,10,57,Thought-Talon,21,1748
9613,3,59,62,56,27,Dragonslayer,46,1748
9614,37,8,25,22,32,Thought-Talon,25,1748
9615,57,52,44,63,31,Serpentyne,51,1748
9616,68,36,32,19,20,Dragonslayer,25,1748
9617,7,50,33,34,36,Humblescrumble,24,1748
9618,17,21,46,38,35,Dragonslayer,21,1748
9619,11,22,43,19,23,Dragonslayer,22,1748
9620,23,40,30,25,8,Humblescrumble,17,1748
9621,9,29,65,35,7,Humblescrumble,11,1748
9622,11,65,15,52,55,Humblescrumble,24,1748
9623,24,47,37,31,33,Dragonslayer,29,1748
9624,18,17,37,43,42,Dragonslayer,21,1748
9625,60,43,61,64,8,Serpentyne,46,1748
9626,64,30,43,54,29,Serpentyne,36,1748
9627,17,12,36,50,22,Dragonslayer,18,1748
9628,29,25,38,43,32,Dragonslayer,21,1748
9629,16,22,34,32,9,Dragonslayer,26,1748
9630,12,31,48,29,54,Dragonslayer,26,1748
9631,42,24,13,18,36,Thought-Talon,27,1748
9632,33,50,23,24,49,Serpentyne,26,1748
9633,62,35,62,29,46,Thought-Talon,49,1748
9634,50,11,22,66,42,Humblescrumble,19,1748
9635,56,31,15,39,55,Thought-Talon,47,1748
9636,11,23,44,47,16,Dragonslayer,32,1748
9637,17,43,8,25,52,Thought-Talon,11,1749
9638,36,7,45,52,54,Serpentyne,35,1749
9639,46,47,24,24,11,Humblescrumble,35,1749
9640,63,37,23,39,50,Humblescrumble,23,1749
9641,13,48,38,69,19,Thought-Talon,8,1749
9642,38,36,19,30,30,Thought-Talon,27,1749
